abs,rel,p5no,3no,best,avg,break
177.8004116416143,0.8574531458128769,0.005,0.041,-5467.0,-4605.33,0.016079999999999834
205.99953081642198,0.9934450888142724,0.001,0.009,-5467.0,-4361.322,0.011259999999999902
219.85057318217827,1.0602425711128198,0.001,0.004,-5467.0,-4243.494,0.011059999999999903
229.87499247884622,1.1085859342215667,0.001,0.006,-5467.0,-4251.206,0.00927999999999993
243.36594663604086,1.1736468695439257,0.0,0.003,-5407.0,-4110.154,0.00867999999999995
266.14901471442266,1.2835195813937397,0.001,0.002,-5467.0,-4041.898,0.006779999999999969
287.1555263649148,1.3848247433501455,0.0,0.001,-5343.0,-3839.57,0.006219999999999981
309.2360292305039,1.4913092923364106,0.0,0.0,-5107.0,-3705.076,0.006159999999999981
342.8959370733013,1.6536362161106584,0.0,0.0,-5077.0,-3413.794,0.006859999999999969
368.02460136081567,1.774820706317777,0.0,0.0,-5133.0,-3146.536,0.008679999999999946
396.49532005581483,1.9121224542900344,0.0,0.0,-5103.0,-2974.476,0.009499999999999929
408.04570902995545,1.9678248976634625,0.0,0.0,-4879.0,-2917.294,0.008639999999999958
207.35874899969858,1.0,0.002,0.012,-5467.0,-4368.948,0.012439999999999889
